Chrom,GenomeVersion,Gene,start,end,Gene_length,,strand,,Gene_ID,,,,,,,,,
chr6H,ibsc,gene,553275130,553276091,961,.,+,.,HORVU6Hr1G084110,,,,,,,,,
chr6H,ibsc,gene,553338902,553348387,9485,.,+,.,HORVU6Hr1G084170,,,,,,,,,
chr6H,ibsc,gene,553619399,553623424,4025,.,+,.,HORVU6Hr1G084190,,,,,,,,,
chr6H,ibsc,gene,553844055,553844767,712,.,+,.,HORVU6Hr1G084260,,,,,,,,,
chr6H,ibsc,gene,553898670,553899436,766,.,+,.,HORVU6Hr1G084280,,,,,,,,,
chr6H,ibsc,gene,553903050,553918911,15861,.,+,.,HORVU6Hr1G084290,,,,,,,,,
chr6H,ibsc,gene,553919206,553930624,11418,.,-,.,HORVU6Hr1G084300,,,,,,,,,
chr6H,ibsc,gene,554034427,554036194,1767,.,-,.,HORVU6Hr1G084310,,,,,,,,,
chr6H,ibsc,gene,554131269,554137236,5967,.,-,.,HORVU6Hr1G084320,,,,,,,,,
chr6H,ibsc,gene,554176456,554178973,2517,.,+,.,HORVU6Hr1G084370,,,,,,,,,
chr6H,ibsc,gene,554183234,554184966,1732,.,-,.,HORVU6Hr1G084380,,,,,,,,,
chr6H,ibsc,gene,554479751,554483441,3690,.,-,.,HORVU6Hr1G084390,,,,,,,,,
chr6H,ibsc,gene,554708971,554725027,16056,.,+,.,HORVU6Hr1G084410,,,,,,,,,
chr6H,ibsc,gene,554725808,554726139,331,.,-,.,HORVU6Hr1G084420,,,,,,,,,
chr6H,ibsc,gene,554763400,554767114,3714,.,+,.,HORVU6Hr1G084430,,,,,,,,,
chr6H,ibsc,gene,554767188,554775708,8520,.,-,.,HORVU6Hr1G084460,,,,,,,,,
chr6H,ibsc,gene,554795738,554796305,567,.,-,.,HORVU6Hr1G084470,,,,,,,,,
chr6H,ibsc,gene,554808374,554810046,1672,.,-,.,HORVU6Hr1G084480,,,,,,,,,
chr6H,ibsc,gene,554824907,554826909,2002,.,+,.,HORVU6Hr1G084490,,,,,,,,,
chr6H,ibsc,gene,554869863,554875783,5920,.,-,.,HORVU6Hr1G084500,,,,,,,,,
chr6H,ibsc,gene,554869961,554874445,4484,.,+,.,HORVU6Hr1G084510,,,,,,,,,
chr6H,ibsc,gene,554907510,554908625,1115,.,-,.,HORVU6Hr1G084520,,,,,,,,,
chr6H,ibsc,gene,554913125,554916781,3656,.,-,.,HORVU6Hr1G084530,,,,,,,,,
chr6H,ibsc,gene,555443977,555458651,14674,.,+,.,HORVU6Hr1G084590,,,,,,,,,
chr6H,ibsc,gene,555702889,555705021,2132,.,-,.,HORVU6Hr1G084630,,,,,,,,,
chr6H,ibsc,gene,555716204,555717459,1255,.,+,.,HORVU6Hr1G084640,,,,,,,,,
chr6H,ibsc,gene,555746145,555756728,10583,.,+,.,HORVU6Hr1G084650,,,,,,,,,
chr6H,ibsc,gene,555772175,555777531,5356,.,+,.,HORVU6Hr1G084670,,,,,,,,,
chr6H,ibsc,gene,555819642,555825547,5905,.,+,.,HORVU6Hr1G084690,,,,,,,,,
chr6H,ibsc,gene,555825032,555833539,8507,.,-,.,HORVU6Hr1G084700,,,,,,,,,
chr6H,ibsc,gene,556038837,556050938,12101,.,+,.,HORVU6Hr1G084720,,,,,,,,,
chr6H,ibsc,gene,556054170,556054373,203,.,-,.,HORVU6Hr1G084730,,,,,,,,,
chr6H,ibsc,gene,556242415,556243626,1211,.,+,.,HORVU6Hr1G084740,,,,,,,,,
chr6H,ibsc,gene,556367797,556374394,6597,.,+,.,HORVU6Hr1G084770,,,,,,,,,
chr6H,ibsc,gene,556378580,556380645,2065,.,-,.,HORVU6Hr1G084790,,,,,,,,,
chr6H,ibsc,gene,556389918,556390392,474,.,-,.,HORVU6Hr1G084800,,,,,,,,,
chr6H,ibsc,gene,556394955,556396860,1905,.,+,.,HORVU6Hr1G084810,,,,,,,,,
chr6H,ibsc,gene,556520857,556522418,1561,.,-,.,HORVU6Hr1G084820,,,,,,,,,
chr6H,ibsc,gene,556563163,556568464,5301,.,-,.,HORVU6Hr1G084840,,,,,,,,,
chr6H,ibsc,gene,556676601,556680265,3664,.,+,.,HORVU6Hr1G084860,,,,,,,,,
chr6H,ibsc,gene,556963457,556971142,7685,.,-,.,HORVU6Hr1G084870,,,,,,,,,
chr6H,ibsc,gene,557105841,557115040,9199,.,+,.,HORVU6Hr1G084900,,,,,,,,,
chr6H,ibsc,gene,557106601,557108182,1581,.,-,.,HORVU6Hr1G084910,,,,,,,,,
chr6H,ibsc,gene,557193160,557194434,1274,.,-,.,HORVU6Hr1G084920,,,,,,,,,
chr6H,ibsc,gene,557293554,557298244,4690,.,-,.,HORVU6Hr1G084930,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2ECR4];gene_id=HORVU6Hr1G084930;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,557347788,557351096,3308,.,-,.,HORVU6Hr1G084940,,,,,,,,,
chr6H,ibsc,gene,557353891,557354785,894,.,+,.,HORVU6Hr1G084950,,,,,,,,,
chr6H,ibsc,gene,557356541,557361028,4487,.,-,.,HORVU6Hr1G084960,,,,,,,,,
chr6H,ibsc,gene,557428597,557429806,1209,.,-,.,HORVU6Hr1G085000,,,,,,,,,
chr6H,ibsc,gene,557436353,557437280,927,.,-,.,HORVU6Hr1G085010,,,,,,,,,
chr6H,ibsc,gene,557440571,557451510,10939,.,+,.,HORVU6Hr1G085030,,,,,,,,,
chr6H,ibsc,gene,557630805,557631674,869,.,-,.,HORVU6Hr1G085060,,,,,,,,,
chr6H,ibsc,gene,557682488,557683522,1034,.,-,.,HORVU6Hr1G085070,,,,,,,,,
chr6H,ibsc,gene,557698598,557698744,146,.,-,.,HORVU6Hr1G085080,,,,,,,,,
chr6H,ibsc,gene,557700737,557701271,534,.,-,.,HORVU6Hr1G085090,,,,,,,,,
chr6H,ibsc,gene,557704664,557708300,3636,.,+,.,HORVU6Hr1G085100,,,,,,,,,
chr6H,ibsc,gene,557708412,557711213,2801,.,-,.,HORVU6Hr1G085110,,,,,,,,,
chr6H,ibsc,gene,557775734,557784987,9253,.,-,.,HORVU6Hr1G085120,,,,,,,,,
chr6H,ibsc,gene,557801891,557802925,1034,.,+,.,HORVU6Hr1G085130,,,,,,,,,
chr6H,ibsc,gene,557853386,557855979,2593,.,-,.,HORVU6Hr1G085160,,,,,,,,,
chr6H,ibsc,gene,557891026,557893476,2450,.,+,.,HORVU6Hr1G085170,,,,,,,,,
chr6H,ibsc,gene,557941065,557943610,2545,.,-,.,HORVU6Hr1G085210,,,,,,,,,
chr6H,ibsc,gene,558089283,558089941,658,.,+,.,HORVU6Hr1G085230,,,,,,,,,
chr6H,ibsc,gene,558090590,558090817,227,.,-,.,HORVU6Hr1G085240,,,,,,,,,
chr6H,ibsc,gene,558098207,558100513,2306,.,+,.,HORVU6Hr1G085250,,,,,,,,,
chr6H,ibsc,gene,558102836,558104005,1169,.,+,.,HORVU6Hr1G085260,,,,,,,,,
chr6H,ibsc,gene,558170352,558172910,2558,.,+,.,HORVU6Hr1G085270,,,,,,,,,
chr6H,ibsc,gene,558259887,558261935,2048,.,+,.,HORVU6Hr1G085320,,,,,,,,,
chr6H,ibsc,gene,558263867,558265628,1761,.,-,.,HORVU6Hr1G085330,,,,,,,,,
chr6H,ibsc,gene,558389490,558391771,2281,.,+,.,HORVU6Hr1G085360,,,,,,,,,
chr6H,ibsc,gene,558394485,558396954,2469,.,-,.,HORVU6Hr1G085370,,,,,,,,,
chr6H,ibsc,gene,558509697,558510647,950,.,-,.,HORVU6Hr1G085380,,,,,,,,,
chr6H,ibsc,gene,558622772,558627584,4812,.,-,.,HORVU6Hr1G085400,,,,,,,,,
chr6H,ibsc,gene,558861492,558869733,8241,.,+,.,HORVU6Hr1G085410,,,,,,,,,
chr6H,ibsc,gene,558876943,558881655,4712,.,-,.,HORVU6Hr1G085430,,,,,,,,,
chr6H,ibsc,gene,558895979,558900614,4635,.,+,.,HORVU6Hr1G085490,,,,,,,,,
chr6H,ibsc,gene,558901156,558905590,4434,.,-,.,HORVU6Hr1G085500,,,,,,,,,
chr6H,ibsc,gene,558901184,558904673,3489,.,+,.,HORVU6Hr1G085510,,,,,,,,,
chr6H,ibsc,gene,559228665,559229610,945,.,+,.,HORVU6Hr1G085540,,,,,,,,,
chr6H,ibsc,gene,559348347,559355419,7072,.,-,.,HORVU6Hr1G085560,,,,,,,,,
chr6H,ibsc,gene,559456772,559457930,1158,.,+,.,HORVU6Hr1G085570,,,,,,,,,
chr6H,ibsc,gene,559465952,559471231,5279,.,+,.,HORVU6Hr1G085590,,,,,,,,,
chr6H,ibsc,gene,559465963,559468398,2435,.,-,.,HORVU6Hr1G085600,,,,,,,,,
chr6H,ibsc,gene,559551246,559551792,546,.,+,.,HORVU6Hr1G085620,,,,,,,,,
chr6H,ibsc,gene,559591340,559592065,725,.,+,.,HORVU6Hr1G085630,,,,,,,,,
chr6H,ibsc,gene,559705735,559706733,998,.,+,.,HORVU6Hr1G085670,,,,,,,,,
chr6H,ibsc,gene,559749653,559758664,9011,.,-,.,HORVU6Hr1G085710,,,,,,,,,
chr6H,ibsc,gene,559837986,559847272,9286,.,+,.,HORVU6Hr1G085720,,,,,,,,,
chr6H,ibsc,gene,559875265,559880050,4785,.,+,.,HORVU6Hr1G085730,,,,,,,,,
chr6H,ibsc,gene,559882169,559883320,1151,.,-,.,HORVU6Hr1G085750,,,,,,,,,
chr6H,ibsc,gene,559884489,559891489,7000,.,-,.,HORVU6Hr1G085760,,,,,,,,,
chr6H,ibsc,gene,560044460,560046567,2107,.,-,.,HORVU6Hr1G085830,,,,,,,,,
chr6H,ibsc,gene,560054894,560056415,1521,.,-,.,HORVU6Hr1G085850,,,,,,,,,
chr6H,ibsc,gene,560155444,560160792,5348,.,+,.,HORVU6Hr1G085870,,,,,,,,,
chr6H,ibsc,gene,560158863,560183696,24833,.,-,.,HORVU6Hr1G085880,,,,,,,,,
chr6H,ibsc,gene,560432574,560439696,7122,.,+,.,HORVU6Hr1G085890,,,,,,,,,
chr6H,ibsc,gene,560537802,560538008,206,.,+,.,HORVU6Hr1G085940,,,,,,,,,
chr6H,ibsc,gene,560539661,560543530,3869,.,-,.,HORVU6Hr1G085950,,,,,,,,,
chr6H,ibsc,gene,560549515,560550337,822,.,+,.,HORVU6Hr1G085980,,,,,,,,,
chr6H,ibsc,gene,560597117,560597786,669,.,+,.,HORVU6Hr1G085990,,,,,,,,,
chr6H,ibsc,gene,560599861,560603633,3772,.,+,.,HORVU6Hr1G086000,,,,,,,,,
chr6H,ibsc,gene,560625060,560627085,2025,.,+,.,HORVU6Hr1G086010,,,,,,,,,
chr6H,ibsc,gene,560723989,560729209,5220,.,+,.,HORVU6Hr1G086020,,,,,,,,,
chr6H,ibsc,gene,560845137,560848776,3639,.,-,.,HORVU6Hr1G086050,,,,,,,,,
chr6H,ibsc,gene,560910208,560915842,5634,.,-,.,HORVU6Hr1G086060,,,,,,,,,
chr6H,ibsc,gene,560989612,560990040,428,.,+,.,HORVU6Hr1G086090,,,,,,,,,
chr6H,ibsc,gene,561055369,561056421,1052,.,+,.,HORVU6Hr1G086150,,,,,,,,,
chr6H,ibsc,gene,561098144,561099515,1371,.,-,.,HORVU6Hr1G086170,,,,,,,,,
chr6H,ibsc,gene,561129163,561130125,962,.,+,.,HORVU6Hr1G086190,,,,,,,,,
chr6H,ibsc,gene,561249139,561253897,4758,.,+,.,HORVU6Hr1G086220,,,,,,,,,
chr6H,ibsc,gene,561423181,561423303,122,.,-,.,HORVU6Hr1G086360,,,,,,,,,
chr6H,ibsc,gene,561546172,561547113,941,.,-,.,HORVU6Hr1G086410,,,,,,,,,
chr6H,ibsc,gene,561566749,561569640,2891,.,-,.,HORVU6Hr1G086430,,,,,,,,,
chr6H,ibsc,gene,561583187,561586737,3550,.,-,.,HORVU6Hr1G086440,,,,,,,,,
chr6H,ibsc,gene,561614190,561615119,929,.,+,.,HORVU6Hr1G086460,,,,,,,,,
chr6H,ibsc,gene,561624862,561632855,7993,.,+,.,HORVU6Hr1G086480,,,,,,,,,
chr6H,ibsc,gene,561641075,561642274,1199,.,-,.,HORVU6Hr1G086520,,,,,,,,,
chr6H,ibsc,gene,561723579,561723725,146,.,-,.,HORVU6Hr1G086540,,,,,,,,,
chr6H,ibsc,gene,561743072,561747128,4056,.,+,.,HORVU6Hr1G086560,,,,,,,,,
chr6H,ibsc,gene,561760000,561764441,4441,.,-,.,HORVU6Hr1G086570,,,,,,,,,
chr6H,ibsc,gene,561798891,561802664,3773,.,+,.,HORVU6Hr1G086580,,,,,,,,,
chr6H,ibsc,gene,561807438,561809412,1974,.,-,.,HORVU6Hr1G086590,,,,,,,,,
chr6H,ibsc,gene,561828909,561832746,3837,.,+,.,HORVU6Hr1G086600,,,,,,,,,
chr6H,ibsc,gene,561877104,561877610,506,.,-,.,HORVU6Hr1G086640,,,,,,,,,
chr6H,ibsc,gene,561879683,561880475,792,.,-,.,HORVU6Hr1G086650,,,,,,,,,
chr6H,ibsc,gene,561925344,561927935,2591,.,+,.,HORVU6Hr1G086670,,,,,,,,,
chr6H,ibsc,gene,561988278,561992232,3954,.,+,.,HORVU6Hr1G086690,,,,,,,,,
chr6H,ibsc,gene,562128345,562129583,1238,.,-,.,HORVU6Hr1G086770,,,,,,,,,
chr6H,ibsc,gene,562133583,562135502,1919,.,-,.,HORVU6Hr1G086790,,,,,,,,,
chr6H,ibsc,gene,562140834,562142225,1391,.,-,.,HORVU6Hr1G086800,,,,,,,,,
chr6H,ibsc,gene,562161889,562162791,902,.,-,.,HORVU6Hr1G086810,,,,,,,,,
chr6H,ibsc,gene,562207688,562210508,2820,.,-,.,HORVU6Hr1G086820,,,,,,,,,
chr6H,ibsc,gene,562232474,562233838,1364,.,-,.,HORVU6Hr1G086830,,,,,,,,,
chr6H,ibsc,gene,562319523,562320736,1213,.,+,.,HORVU6Hr1G086860,,,,,,,,,
chr6H,ibsc,gene,562328003,562329250,1247,.,+,.,HORVU6Hr1G086870,,,,,,,,,
chr6H,ibsc,gene,562602376,562713660,111284,.,-,.,HORVU6Hr1G086910,,,,,,,,,
chr6H,ibsc,gene,562714827,562715271,444,.,-,.,HORVU6Hr1G086930,,,,,,,,,
chr6H,ibsc,gene,562778589,562782133,3544,.,+,.,HORVU6Hr1G086940,,,,,,,,,
chr6H,ibsc,gene,562798095,562798301,206,.,-,.,HORVU6Hr1G086950,,,,,,,,,
chr6H,ibsc,gene,562812168,562815727,3559,.,-,.,HORVU6Hr1G086960,,,,,,,,,
chr6H,ibsc,gene,562816234,562821063,4829,.,-,.,HORVU6Hr1G086970,,,,,,,,,
chr6H,ibsc,gene,562825971,562826350,379,.,-,.,HORVU6Hr1G086980,,,,,,,,,
chr6H,ibsc,gene,562860368,562867337,6969,.,+,.,HORVU6Hr1G087000,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2D2C4];gene_id=HORVU6Hr1G087000;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,563027475,563030543,3068,.,+,.,HORVU6Hr1G087030,,,,,,,,,
chr6H,ibsc,gene,563043763,563045222,1459,.,-,.,HORVU6Hr1G087040,,,,,,,,,
chr6H,ibsc,gene,563059742,563060279,537,.,-,.,HORVU6Hr1G087050,,,,,,,,,
chr6H,ibsc,gene,563075916,563077160,1244,.,+,.,HORVU6Hr1G087070,,,,,,,,,
chr6H,ibsc,gene,563086613,563091465,4852,.,-,.,HORVU6Hr1G087090,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2E586];gene_id=HORVU6Hr1G087090;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,563104166,563109174,5008,.,+,.,HORVU6Hr1G087100,,,,,,,,,
chr6H,ibsc,gene,563139489,563140329,840,.,-,.,HORVU6Hr1G087110,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EDL5];gene_id=HORVU6Hr1G087110;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,563148525,563155143,6618,.,-,.,HORVU6Hr1G087120,,,,,,,,,
chr6H,ibsc,gene,563281922,563285078,3156,.,-,.,HORVU6Hr1G087140,,,,,,,,,
chr6H,ibsc,gene,563359089,563369408,10319,.,+,.,HORVU6Hr1G087150,,,,,,,,,
chr6H,ibsc,gene,563486409,563486861,452,.,-,.,HORVU6Hr1G087190,H2B,[Source:UniProtKB/TrEMBL%3BAcc:F2E328];gene_id=HORVU6Hr1G087190;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,563537201,563543619,6418,.,+,.,HORVU6Hr1G087200,,,,,,,,,
chr6H,ibsc,gene,563556676,563562163,5487,.,+,.,HORVU6Hr1G087220,,,,,,,,,
chr6H,ibsc,gene,563621087,563622955,1868,.,+,.,HORVU6Hr1G087250,,,,,,,,,
chr6H,ibsc,gene,563794478,563797660,3182,.,-,.,HORVU6Hr1G087300,,,,,,,,,
chr6H,ibsc,gene,563810378,563812260,1882,.,-,.,HORVU6Hr1G087310,,,,,,,,,
chr6H,ibsc,gene,563839460,563846555,7095,.,+,.,HORVU6Hr1G087330,,,,,,,,,
chr6H,ibsc,gene,563844902,563846554,1652,.,-,.,HORVU6Hr1G087340,,,,,,,,,
chr6H,ibsc,gene,563879786,563881108,1322,.,+,.,HORVU6Hr1G087370,,,,,,,,,
chr6H,ibsc,gene,563946377,563948324,1947,.,+,.,HORVU6Hr1G087380,,,,,,,,,
chr6H,ibsc,gene,563967416,563973332,5916,.,-,.,HORVU6Hr1G087390,,,,,,,,,
chr6H,ibsc,gene,563983821,563984742,921,.,+,.,HORVU6Hr1G087400,,,,,,,,,
chr6H,ibsc,gene,563994145,563996661,2516,.,+,.,HORVU6Hr1G087410,,,,,,,,,
chr6H,ibsc,gene,564067024,564070354,3330,.,-,.,HORVU6Hr1G087420,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DD80];gene_id=HORVU6Hr1G087420;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,564073911,564076732,2821,.,-,.,HORVU6Hr1G087430,,,,,,,,,
chr6H,ibsc,gene,564085703,564091732,6029,.,-,.,HORVU6Hr1G087460,,,,,,,,,
chr6H,ibsc,gene,564123098,564123458,360,.,+,.,HORVU6Hr1G087470,,,,,,,,,
chr6H,ibsc,gene,564123671,564123817,146,.,+,.,HORVU6Hr1G087480,,,,,,,,,
chr6H,ibsc,gene,564124634,564125424,790,.,+,.,HORVU6Hr1G087490,,,,,,,,,
chr6H,ibsc,gene,564134626,564136547,1921,.,+,.,HORVU6Hr1G087500,,,,,,,,,
chr6H,ibsc,gene,564211009,564211650,641,.,-,.,HORVU6Hr1G087510,,,,,,,,,
chr6H,ibsc,gene,564212905,564215477,2572,.,-,.,HORVU6Hr1G087520,,,,,,,,,
chr6H,ibsc,gene,564257551,564258468,917,.,-,.,HORVU6Hr1G087530,,,,,,,,,
chr6H,ibsc,gene,564261358,564264484,3126,.,-,.,HORVU6Hr1G087540,,,,,,,,,
chr6H,ibsc,gene,564289416,564290015,599,.,-,.,HORVU6Hr1G087560,,,,,,,,,
chr6H,ibsc,gene,564291915,564292689,774,.,+,.,HORVU6Hr1G087580,,,,,,,,,
chr6H,ibsc,gene,564374398,564377643,3245,.,-,.,HORVU6Hr1G087590,,,,,,,,,
chr6H,ibsc,gene,564407979,564408499,520,.,-,.,HORVU6Hr1G087610,,,,,,,,,
chr6H,ibsc,gene,564409283,564409519,236,.,-,.,HORVU6Hr1G087620,,,,,,,,,
chr6H,ibsc,gene,564699476,564704186,4710,.,-,.,HORVU6Hr1G087650,,,,,,,,,
chr6H,ibsc,gene,564916467,564918196,1729,.,+,.,HORVU6Hr1G087720,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DTY7];gene_id=HORVU6Hr1G087720;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,564921556,564926751,5195,.,+,.,HORVU6Hr1G087730,,,,,,,,,
chr6H,ibsc,gene,565032115,565036867,4752,.,+,.,HORVU6Hr1G087780,,,,,,,,,
chr6H,ibsc,gene,565054805,565065333,10528,.,+,.,HORVU6Hr1G087800,,,,,,,,,
chr6H,ibsc,gene,565065671,565069377,3706,.,-,.,HORVU6Hr1G087810,,,,,,,,,
chr6H,ibsc,gene,565168666,565184674,16008,.,+,.,HORVU6Hr1G087820,,,,,,,,,
chr6H,ibsc,gene,565278683,565278955,272,.,+,.,HORVU6Hr1G087840,ribosomal,protein,S15%2C,chloroplastic,[Source:UniProtKB/TrEMBL%3BAcc:S4Z203];gene_id=HORVU6Hr1G087840;logic_name=ibsc,,,,
chr6H,ibsc,gene,565280854,565283253,2399,.,+,.,HORVU6Hr1G087850,,,,,,,,,
chr6H,ibsc,gene,565283355,565285991,2636,.,+,.,HORVU6Hr1G087860,,,,,,,,,
chr6H,ibsc,gene,565286241,565286771,530,.,+,.,HORVU6Hr1G087870,oxidoreductase,subunit,6%2C,chloroplastic,[Source:UniProtKB/TrEMBL%3BAcc:S4Z8C0];gene_id=HORVU6Hr1G087870;logic_name=ibsc,,,,
chr6H,ibsc,gene,565286985,565287290,305,.,+,.,HORVU6Hr1G087880,oxidoreductase,subunit,4L%2C,chloroplastic,[Source:UniProtKB/TrEMBL%3BAcc:S4Z0K8];gene_id=HORVU6Hr1G087880;logic_name=ibsc,,,,
chr6H,ibsc,gene,565287771,565288016,245,.,+,.,HORVU6Hr1G087890,I,iron-sulfur,center,[Source:UniProtKB/TrEMBL%3BAcc:A1YV32];gene_id=HORVU6Hr1G087890;logic_name=ibsc,,,,,
chr6H,ibsc,gene,565288142,565288975,833,.,+,.,HORVU6Hr1G087900,,,,,,,,,
chr6H,ibsc,gene,565352783,565363490,10707,.,-,.,HORVU6Hr1G087920,,,,,,,,,
chr6H,ibsc,gene,565366783,565367455,672,.,+,.,HORVU6Hr1G087930,,,,,,,,,
chr6H,ibsc,gene,565513821,565519537,5716,.,+,.,HORVU6Hr1G087960,,,,,,,,,
chr6H,ibsc,gene,565520865,565522796,1931,.,-,.,HORVU6Hr1G087970,,,,,,,,,
chr6H,ibsc,gene,565559003,565561389,2386,.,+,.,HORVU6Hr1G087980,,,,,,,,,
chr6H,ibsc,gene,565610333,565617115,6782,.,+,.,HORVU6Hr1G087990,,,,,,,,,
chr6H,ibsc,gene,565616627,565620692,4065,.,-,.,HORVU6Hr1G088000,,,,,,,,,
chr6H,ibsc,gene,565623935,565627161,3226,.,+,.,HORVU6Hr1G088020,,,,,,,,,
chr6H,ibsc,gene,565679300,565683511,4211,.,+,.,HORVU6Hr1G088070,,,,,,,,,
chr6H,ibsc,gene,565684769,565687424,2655,.,-,.,HORVU6Hr1G088090,,,,,,,,,
chr6H,ibsc,gene,565696640,565696907,267,.,-,.,HORVU6Hr1G088100,,,,,,,,,
chr6H,ibsc,gene,565728557,565730859,2302,.,+,.,HORVU6Hr1G088120,,,,,,,,,
chr6H,ibsc,gene,565731388,565736451,5063,.,-,.,HORVU6Hr1G088130,,,,,,,,,
chr6H,ibsc,gene,565752602,565754083,1481,.,+,.,HORVU6Hr1G088140,protein,[Source:UniProtKB/TrEMBL%3BAcc:M0WGS1];gene_id=HORVU6Hr1G088140;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,565764772,565794166,29394,.,+,.,HORVU6Hr1G088160,,,,,,,,,
chr6H,ibsc,gene,565796141,565799623,3482,.,+,.,HORVU6Hr1G088190,,,,,,,,,
chr6H,ibsc,gene,565799867,565805994,6127,.,-,.,HORVU6Hr1G088200,,,,,,,,,
chr6H,ibsc,gene,566010938,566032289,21351,.,-,.,HORVU6Hr1G088220,,,,,,,,,
chr6H,ibsc,gene,566083695,566087090,3395,.,+,.,HORVU6Hr1G088270,,,,,,,,,
chr6H,ibsc,gene,566136505,566136899,394,.,-,.,HORVU6Hr1G088290,,,,,,,,,
chr6H,ibsc,gene,566148722,566152762,4040,.,+,.,HORVU6Hr1G088300,,,,,,,,,
chr6H,ibsc,gene,566285477,566286043,566,.,-,.,HORVU6Hr1G088310,,,,,,,,,
chr6H,ibsc,gene,566296065,566297564,1499,.,+,.,HORVU6Hr1G088330,,,,,,,,,
chr6H,ibsc,gene,566364689,566370699,6010,.,+,.,HORVU6Hr1G088370,,,,,,,,,
chr6H,ibsc,gene,566409897,566413713,3816,.,+,.,HORVU6Hr1G088380,,,,,,,,,
chr6H,ibsc,gene,566446660,566453214,6554,.,+,.,HORVU6Hr1G088400,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2DZF3];gene_id=HORVU6Hr1G088400;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,566495118,566496969,1851,.,+,.,HORVU6Hr1G088420,,,,,,,,,
chr6H,ibsc,gene,566515438,566515739,301,.,+,.,HORVU6Hr1G088430,,,,,,,,,
chr6H,ibsc,gene,566539638,566572120,32482,.,-,.,HORVU6Hr1G088440,,,,,,,,,
chr6H,ibsc,gene,566630251,566630910,659,.,+,.,HORVU6Hr1G088460,,,,,,,,,
chr6H,ibsc,gene,566635893,566639078,3185,.,-,.,HORVU6Hr1G088470,,,,,,,,,
chr6H,ibsc,gene,566642946,566644786,1840,.,-,.,HORVU6Hr1G088480,,,,,,,,,
chr6H,ibsc,gene,566725763,566725996,233,.,+,.,HORVU6Hr1G088500,,,,,,,,,
chr6H,ibsc,gene,566732081,566732576,495,.,-,.,HORVU6Hr1G088530,,,,,,,,,
chr6H,ibsc,gene,566735695,566738896,3201,.,+,.,HORVU6Hr1G088540,,,,,,,,,
chr6H,ibsc,gene,566743303,566743962,659,.,-,.,HORVU6Hr1G088550,,,,,,,,,
chr6H,ibsc,gene,566744372,566745076,704,.,-,.,HORVU6Hr1G088560,,,,,,,,,
chr6H,ibsc,gene,566835239,566840800,5561,.,-,.,HORVU6Hr1G088570,,,,,,,,,
chr6H,ibsc,gene,566850636,566857785,7149,.,-,.,HORVU6Hr1G088580,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2EBL7];gene_id=HORVU6Hr1G088580;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,566975163,566980709,5546,.,+,.,HORVU6Hr1G088610,,,,,,,,,
chr6H,ibsc,gene,567082894,567087797,4903,.,-,.,HORVU6Hr1G088630,,,,,,,,,
chr6H,ibsc,gene,567208107,567211393,3286,.,-,.,HORVU6Hr1G088680,,,,,,,,,
chr6H,ibsc,gene,567223503,567224270,767,.,-,.,HORVU6Hr1G088700,,,,,,,,,
chr6H,ibsc,gene,567242674,567253828,11154,.,+,.,HORVU6Hr1G088710,,,,,,,,,
chr6H,ibsc,gene,567249343,567251290,1947,.,-,.,HORVU6Hr1G088730,,,,,,,,,
chr6H,ibsc,gene,567251312,567252406,1094,.,-,.,HORVU6Hr1G088740,,,,,,,,,
chr6H,ibsc,gene,567258897,567261061,2164,.,-,.,HORVU6Hr1G088750,,,,,,,,,
chr6H,ibsc,gene,567405168,567407091,1923,.,-,.,HORVU6Hr1G088790,,,,,,,,,
chr6H,ibsc,gene,567501836,567511140,9304,.,+,.,HORVU6Hr1G088800,,,,,,,,,
chr6H,ibsc,gene,567511468,567516189,4721,.,+,.,HORVU6Hr1G088820,,,,,,,,,
chr6H,ibsc,gene,567516863,567518819,1956,.,+,.,HORVU6Hr1G088830,,,,,,,,,
chr6H,ibsc,gene,567540076,567543744,3668,.,-,.,HORVU6Hr1G088840,,,,,,,,,
chr6H,ibsc,gene,567543782,567547855,4073,.,+,.,HORVU6Hr1G088850,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2CUI4];gene_id=HORVU6Hr1G088850;logic_name=ibsc,,,,,,,
chr6H,ibsc,gene,567582949,567583732,783,.,+,.,HORVU6Hr1G088860,protein,[Source:UniProtKB/TrEMBL%3BAcc:F2E5S0];gene_id=HORVU6Hr1G088860;logic_name=ibsc,,,,,,,
